date,lat,lon,elevation,label,verdict,station,relativeToSpotM,score,temp,humidity,dewSpread,pressure,cloudLow,cloudMid,cloudHigh,wind,windDir,visibility,precip
2025-03-16,36.6833,-5,1743,0,below-cloud,LEMG,398,81,-0.6,100,0,1019.2,100,40,0,8,275,0,0.2
2025-03-18,36.6833,-5,1743,1,above-cloud,LEMG,-578,82,2.6,100,0,1010,100,0,0,15.8,246,0,0.5
2025-03-22,36.6833,-5,1743,0,below-cloud,LEMG,398,75,-1.3,87,1.9,1016,4,0,0,21.5,305,0,0
2025-04-03,36.6833,-5,1743,1,above-cloud,LEMG,-517,82,3.1,98,0.2,1010,100,92,96,6.3,219,0,1.1
2025-04-12,36.6833,-5,1743,1,above-cloud,LEMG,-1279,82,5.1,100,0,1012.6,100,96,100,9.8,136,0,1.3
2025-05-01,36.6833,-5,1743,1,above-cloud,LEMG,-1187,93,3.1,96,0.6,1013.8,44,0,0,4.8,77,0,0
2025-05-07,36.6833,-5,1743,1,above-cloud,LEMG,-1431,67,5.2,85,2.4,1012,0,100,0,3.5,141,0,0
2025-05-09,36.6833,-5,1743,0,below-cloud,LEMG,245,84,2.3,92,1.1,1012.3,16,0,0,1.8,6,0,0
2025-06-09,36.6833,-5,1743,1,above-cloud,LEMG,-1279,47,13.7,49,10.6,1018.8,0,59,39,6.7,114,0,0
2025-07-30,36.6833,-5,1743,1,above-cloud,LEMG,-822,61,11.4,88,1.9,1018.9,0,0,0,9.5,115,0,0
2025-08-24,36.6833,-5,1743,1,above-cloud,LEMG,-944,52,12.7,60,7.6,1015.1,0,0,17,3.7,101,0,0
2025-09-20,36.6833,-5,1743,1,above-cloud,LEMG,-1309,56,11.4,78,3.7,1021.6,10,0,38,8.3,124,0,0
2025-10-06,36.6833,-5,1743,1,above-cloud,LEMG,-1126,70,10.3,99,0.2,1022.7,100,0,46,16,124,0,0
2025-10-15,36.6833,-5,1743,1,above-cloud,LEMG,-730,82,6.7,94,0.8,1019.1,0,0,100,4.8,79,0,0
2025-10-17,36.6833,-5,1743,1,above-cloud,LEMG,-669,81,7.7,99,0.2,1016.8,100,0,0,9.6,123,0,0
2025-10-27,36.6833,-5,1743,1,above-cloud,LEMG,-1431,92,7.7,98,0.3,1021.5,18,23,55,5.1,54,0,0
2025-10-29,36.6833,-5,1743,1,above-cloud,LEMG,-212,58,7.2,100,0,1012.1,100,18,99,10.6,150,0,0.3
2025-11-14,36.6833,-5,1743,1,above-cloud,LEMG,-791,53,4.1,100,0,1011.2,100,100,79,17.5,208,0,1.5
2025-11-22,36.6833,-5,1743,1,above-cloud,LEMG,-334,87,-0.6,100,0,1028.6,100,0,0,6.3,85,0,0
2025-12-11,36.6833,-5,1743,1,above-cloud,LEMG,-212,82,-0.3,97,0.3,1023.1,23,3,0,2.7,110,0,0
2025-12-13,36.6833,-5,1743,0,below-cloud,LEMG,702,59,4.1,83,2.5,1017,76,98,45,18.2,101,0,0.1
2025-12-26,36.6833,-5,1743,0,below-cloud,LEMG,702,90,-3,96,0.6,1013.1,9,3,0,3.2,333,0,0
2025-12-28,36.6833,-5,1743,0,in-cloud,LEMG,93,80,-1.5,100,0.1,1012.6,98,26,100,7.5,140,0,0.1
2026-01-04,36.6833,-5,1743,1,above-cloud,LEMG,-456,46,2.7,99,0.1,998.1,100,100,99,14.2,156,0,2.6
2026-01-14,36.6833,-5,1743,0,below-cloud,LEMG,398,83,0.8,100,0,1019.2,100,79,44,6.1,238,0,0.1
2026-01-23,36.6833,-5,1743,0,in-cloud,LEMG,93,75,0,92,1.1,1006.2,30,84,11,15.7,321,0,0.2
2026-01-27,36.6833,-5,1743,0,in-cloud,LEMG,93,57,2.6,100,0,1008.9,100,95,37,24.8,225,0,1.4
2026-01-29,36.6833,-5,1743,0,in-cloud,LEMG,-60,64,6,99,0.1,1012.4,100,3,86,19.6,272,0,1.2
2026-02-03,36.6833,-5,1743,0,below-cloud,LEMG,398,75,-2.2,100,0.1,1007.4,100,12,4,10,247,0,0.3
2026-02-06,36.6833,-5,1743,0,below-cloud,LEMG,398,66,1.3,98,0.3,1008.7,99,70,0,14.9,247,0,0.8
2026-02-13,36.6833,-5,1743,0,below-cloud,LEMG,398,61,2.7,100,0,1006.5,100,100,0,21.7,241,0,6.9
2026-02-26,36.6833,-5,1743,1,above-cloud,LEMG,-1645,47,1.2,62,6.4,1023.2,0,0,0,6.3,108,0,0
2026-02-28,36.6833,-5,1743,1,above-cloud,LEMG,-1187,77,2.2,87,1.9,1020.4,0,83,97,4.7,353,0,0
2026-03-02,36.6833,-5,1743,1,above-cloud,LEMG,-822,81,0.3,100,0,1016.9,96,0,0,11,125,0,0
2026-03-15,36.6833,-5,1743,1,above-cloud,LEMG,-212,71,2.3,100,0.1,1014.1,100,0,0,15.9,337,0,0.1
2026-03-21,36.6833,-5,1743,1,above-cloud,LEMG,-517,68,1.5,100,0,1011.6,100,7,0,10.9,128,0,0.1
2026-03-24,36.6833,-5,1743,1,above-cloud,LEMG,-364,74,1.4,100,0,1021.5,100,0,0,15.4,122,0,0
2026-04-25,36.6833,-5,1743,1,above-cloud,LEMG,-578,90,4.4,99,0.2,1017.3,100,21,0,3.6,6,0,0
2026-04-28,36.6833,-5,1743,1,above-cloud,LEMG,-364,68,4.6,96,0.6,1011.9,4,84,100,7,138,0,0
2026-05-02,36.6833,-5,1743,1,above-cloud,LEMG,-974,71,6.2,100,0,1019.1,100,34,100,15.5,135,0,0
2026-05-07,36.6833,-5,1743,0,below-cloud,LEMG,702,92,2.8,98,0.2,1011,59,2,0,3.3,131,0,0
2026-05-09,36.6833,-5,1743,0,in-cloud,LEMG,-60,74,4.2,100,0,1010.3,100,22,25,12.3,148,0,0.2
2026-06-07,36.6833,-5,1743,1,above-cloud,LEMG,-822,82,9.5,94,0.9,1020.4,2,0,0,8.7,122,0,0
2026-06-11,36.6833,-5,1743,1,above-cloud,LEMG,-974,82,9.8,100,0.1,1020.4,100,0,0,13.2,124,0,0.1
2024-01-02,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,76,-15.5,76,3.3,1019.6,25,98,100,6.6,139,0,0
2024-01-11,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,72,-19,64,5.1,1017.3,86,0,0,0.5,135,0,0
2024-01-22,43.3937,142.6366,1874,1,above-cloud,RJEC,-444,58,-16.7,79,2.8,1025.1,59,100,0,14.2,117,0,0.2
2024-02-01,43.3937,142.6366,1874,1,above-cloud,RJEC,-779,69,-16.8,88,1.6,1009.2,60,1,0,25.9,272,0,0.1
2024-02-11,43.3937,142.6366,1874,1,above-cloud,RJEC,-779,84,-17.2,94,0.7,1015.3,100,5,0,6.6,351,0,0.1
2024-02-26,43.3937,142.6366,1874,1,above-cloud,RJEC,-657,71,-17.5,80,2.6,1023.7,66,100,100,4.8,132,0,0.3
2024-03-16,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,71,-17.6,74,3.5,1016.4,3,0,0,8.3,5,0,0
2024-04-01,43.3937,142.6366,1874,0,below-cloud,RJEC,166,76,-11.4,80,2.7,1008.2,52,9,0,6,343,0,0.1
2024-04-21,43.3937,142.6366,1874,1,above-cloud,RJEC,-1450,69,-7,100,0,1014.7,100,0,100,14.8,337,0,0
2024-05-06,43.3937,142.6366,1874,0,below-cloud,RJEC,471,57,3.1,72,4.5,1015.9,7,100,100,6.3,246,0,0.5
2024-05-24,43.3937,142.6366,1874,1,above-cloud,RJEC,-444,67,3.1,91,1.4,1004.9,100,100,100,7,325,0,0
2024-06-05,43.3937,142.6366,1874,1,above-cloud,RJEC,-1267,87,1.1,96,0.5,1017.5,98,54,100,2.2,279,0,0
2024-06-23,43.3937,142.6366,1874,1,above-cloud,RJEC,-1511,85,6.8,99,0.2,1005.4,54,99,100,4.6,141,0,0
2024-07-08,43.3937,142.6366,1874,1,above-cloud,RJEC,-962,76,10.1,97,0.5,999.8,100,100,41,6.8,177,0,0.1
2024-07-24,43.3937,142.6366,1874,1,above-cloud,RJEC,-962,71,11.4,95,0.7,998.2,86,100,52,10.1,184,0,2.4
2024-08-03,43.3937,142.6366,1874,1,above-cloud,RJEC,-413,90,11.7,98,0.3,1009,65,0,89,5.1,135,0,0
2024-08-14,43.3937,142.6366,1874,0,below-cloud,RJEC,775,62,13.7,91,1.5,1010.1,98,28,99,9.2,121,0,0
2024-08-25,43.3937,142.6366,1874,1,above-cloud,RJEC,-444,77,9.2,96,0.6,1014.4,99,0,26,7.4,133,0,0
2024-09-15,43.3937,142.6366,1874,1,above-cloud,RJEC,-1602,78,5.8,93,1.1,1005.4,36,67,99,5.8,4,0,0.8
2024-09-29,43.3937,142.6366,1874,1,above-cloud,RJEC,-1389,87,1.4,96,0.5,1022.8,100,0,0,3.3,112,0,0
2024-10-19,43.3937,142.6366,1874,1,above-cloud,RJEC,-840,56,6.2,90,1.5,1005.8,91,100,100,13.6,132,0,4
2024-10-31,43.3937,142.6366,1874,1,above-cloud,RJEC,-535,84,-4.6,99,0.2,1020.5,67,0,0,11.4,345,0,0
2024-11-11,43.3937,142.6366,1874,1,above-cloud,RJEC,-871,76,-1.4,100,0,1014.5,100,100,0,14.5,282,0,2.5
2024-11-21,43.3937,142.6366,1874,1,above-cloud,RJEC,-1053,73,-6.4,100,0,1016.1,100,0,0,2.1,142,0,0
2024-12-01,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,64,-13.4,96,0.4,1003.9,95,50,0,12.9,282,0,0.2
2024-12-10,43.3937,142.6366,1874,1,above-cloud,RJEC,-688,74,-15.7,93,0.9,1013.4,100,0,0,15.6,338,0,0.1
2024-12-20,43.3937,142.6366,1874,1,above-cloud,RJEC,-962,65,-17.9,93,0.9,1014,97,79,0,16.7,269,0,0
2024-12-30,43.3937,142.6366,1874,1,above-cloud,RJEC,-718,68,-19.7,89,1.3,1017.4,100,3,0,12,336,0,0.2
2025-01-08,43.3937,142.6366,1874,1,above-cloud,RJEC,-1053,51,-17.7,89,1.3,1001.3,99,9,0,10.9,320,0,0.2
2025-01-18,43.3937,142.6366,1874,1,above-cloud,RJEC,-810,85,-20.4,88,1.5,1021.2,86,0,0,4.4,30,0,0
2025-01-31,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,56,-14.5,94,0.7,1009.4,100,85,2,13.9,331,0,0.1
2025-02-09,43.3937,142.6366,1874,1,above-cloud,RJEC,-779,61,-18.2,91,1.2,1006.3,100,61,98,18.6,337,0,0.1
2025-02-19,43.3937,142.6366,1874,1,above-cloud,RJEC,-413,68,-17.8,91,1,1006,100,68,0,10.7,347,0,0.1
2025-03-02,43.3937,142.6366,1874,0,below-cloud,RJEC,166,67,-13.7,68,4.6,1012.7,69,100,0,3.2,3,0,0.1
2025-03-15,43.3937,142.6366,1874,1,above-cloud,RJEC,-444,77,-15.2,94,0.7,1020.7,100,2,0,20.7,329,0,0.1
2025-03-25,43.3937,142.6366,1874,1,above-cloud,RJEC,-688,75,-4.9,91,1.2,998.7,99,99,46,7.6,175,0,0.3
2025-04-07,43.3937,142.6366,1874,0,below-cloud,RJEC,166,85,-5.4,96,0.6,1012.4,91,98,100,6.1,114,0,0
2025-04-23,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,74,-5.9,87,1.8,1008.8,99,100,100,5.4,111,0,0.6
2025-05-11,43.3937,142.6366,1874,1,above-cloud,RJEC,-1145,74,0.8,100,0,990.4,58,88,96,1.5,306,0,0.3
2025-06-05,43.3937,142.6366,1874,1,above-cloud,RJEC,-871,75,-1.8,100,0,998.3,100,98,2,13.6,276,0,0.4
2025-07-01,43.3937,142.6366,1874,1,above-cloud,RJEC,-657,90,10.4,96,0.6,1011.3,64,8,8,2,153,0,0
2025-07-18,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,83,12.8,92,1.2,1015.3,16,0,83,3.9,158,0,0
2025-07-31,43.3937,142.6366,1874,1,above-cloud,RJEC,-1084,87,10.5,99,0.1,1009.6,74,0,80,5.7,125,0,0
2025-08-13,43.3937,142.6366,1874,1,above-cloud,RJEC,-1297,90,9.3,93,1,1017,34,0,0,0.4,117,0,0
2025-08-28,43.3937,142.6366,1874,1,above-cloud,RJEC,-627,75,5.5,100,0,1012,100,10,0,18.8,332,0,0.6
2025-09-12,43.3937,142.6366,1874,1,above-cloud,RJEC,-1633,89,2.6,86,2.1,1021.1,13,0,0,1.8,101,0,0
2025-10-08,43.3937,142.6366,1874,1,above-cloud,RJEC,-169,82,1.3,98,0.3,1013,100,100,0,12.1,137,0,0.3
2025-10-23,43.3937,142.6366,1874,1,above-cloud,RJEC,-1206,95,-10.3,98,0.3,1030.7,48,4,0,1.1,81,0,0
2025-11-03,43.3937,142.6366,1874,1,above-cloud,RJEC,-1206,83,-9.6,99,0.1,1016.7,100,69,63,3.3,36,0,0
2025-11-12,43.3937,142.6366,1874,1,above-cloud,RJEC,-200,64,-12.3,96,0.4,1020,100,0,0,12.6,334,0,0.1
2025-11-22,43.3937,142.6366,1874,1,above-cloud,RJEC,-1053,77,-14.5,95,0.7,1016.7,98,45,0,15.9,302,0,0.2
2025-12-03,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,82,-16.2,94,0.8,1010.5,100,41,0,2.9,22,0,0
2025-12-12,43.3937,142.6366,1874,1,above-cloud,RJEC,-962,72,-21.8,88,1.4,1014.9,100,58,0,4.2,350,0,0.1
2025-12-21,43.3937,142.6366,1874,1,above-cloud,RJEC,-1358,61,-2.5,100,0,1009,100,100,100,12,164,0,1
2025-12-30,43.3937,142.6366,1874,1,above-cloud,RJEC,-1572,83,-9.7,98,0.2,1010.2,100,2,0,0.2,90,0,0
2026-01-09,43.3937,142.6366,1874,1,above-cloud,RJEC,-322,74,-19.3,89,1.4,1011.8,98,0,0,9,345,0,0.1
2026-01-18,43.3937,142.6366,1874,1,above-cloud,RJEC,-1053,78,-19.9,79,2.7,1016,50,0,0,6.6,49,0,0
2026-01-31,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,68,-16.6,94,0.7,1011,100,28,12,14,325,0,0.5
2026-02-10,43.3937,142.6366,1874,1,above-cloud,RJEC,-413,84,-17.7,91,1.1,1019.6,95,1,11,6.3,353,0,0
2026-02-19,43.3937,142.6366,1874,1,above-cloud,RJEC,-230,77,-16.2,89,1.3,1004.4,97,1,0,3,57,0,0
2026-03-03,43.3937,142.6366,1874,1,above-cloud,RJEC,-992,76,-15.9,92,1,1028,99,0,0,14.3,354,0,0
2026-03-13,43.3937,142.6366,1874,1,above-cloud,RJEC,-1023,76,-14.1,95,0.7,1023.1,91,98,45,10.2,350,0,0
2026-03-27,43.3937,142.6366,1874,0,below-cloud,RJEC,166,81,-12.1,69,4.5,1016.8,55,0,24,4.9,96,0,0
2026-04-11,43.3937,142.6366,1874,1,above-cloud,RJEC,-688,67,-1.4,99,0.2,990.2,100,0,0,19.3,179,0,0.1
2026-04-30,43.3937,142.6366,1874,1,above-cloud,RJEC,-200,81,-8.6,81,2.8,1017.3,5,98,13,3.2,133,0,0
2026-05-18,43.3937,142.6366,1874,0,below-cloud,RJEC,1385,87,-0.7,95,0.8,1017.6,100,84,99,3,104,0,0
2026-06-08,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,66,0.8,92,1.1,1016.2,57,100,71,8.8,118,0,0.3
2026-06-23,43.3937,142.6366,1874,1,above-cloud,RJEC,-1419,84,2.2,98,0.4,1011.9,100,58,0,4.6,141,0,0.4
2026-07-08,43.3937,142.6366,1874,0,below-cloud,RJEC,1080,90,8,100,0.1,1016.3,79,89,95,4.7,189,0,0
2026-07-19,43.3937,142.6366,1874,0,below-cloud,RJEC,166,63,10.2,96,0.6,1007,99,99,100,24.2,129,0,5.4
2026-07-29,43.3937,142.6366,1874,0,in-cloud,RJEC,-139,87,7.1,97,0.5,1009.6,59,0,77,5.9,121,0,0
2024-01-21,28.016,-15.603,1629,1,above-cloud,GCLP,-385,79,4.9,99,0.1,1027.7,88,0,0,13.8,51,0,0
2024-02-24,28.016,-15.603,1629,1,above-cloud,GCLP,-385,70,5,99,0.2,1025.7,100,0,0,18.4,39,0,0.1
2024-02-28,28.016,-15.603,1629,1,above-cloud,GCLP,-385,80,4.6,98,0.3,1023.9,53,0,0,17.8,48,0,0
2024-03-05,28.016,-15.603,1629,1,above-cloud,GCLP,-385,74,4.9,100,0,1023.2,100,0,0,11.1,61,0,0
2024-04-08,28.016,-15.603,1629,1,above-cloud,GCLP,-690,79,5.6,98,0.3,1022.1,86,0,0,13.3,19,0,0
2024-04-30,28.016,-15.603,1629,1,above-cloud,GCLP,-232,76,4.7,91,1.4,1024.2,55,0,0,13.9,37,0,0
2024-05-13,28.016,-15.603,1629,1,above-cloud,GCLP,-690,76,7.7,100,0,1019.3,100,0,0,12.8,52,0,0
2024-05-17,28.016,-15.603,1629,1,above-cloud,GCLP,-537,77,6.8,100,0,1017.7,100,0,5,8.7,52,0,0
2024-05-21,28.016,-15.603,1629,1,above-cloud,GCLP,-385,79,5.9,91,1.4,1022,61,0,0,10.4,34,0,0
2024-06-04,28.016,-15.603,1629,1,above-cloud,GCLP,-537,79,8,99,0.2,1019,100,0,0,9.5,11,0,0
2024-06-13,28.016,-15.603,1629,1,above-cloud,GCLP,-537,71,7.7,99,0.1,1021.8,100,1,89,12.2,45,0,0
2024-06-21,28.016,-15.603,1629,1,above-cloud,GCLP,-537,77,7.3,100,0.1,1022.2,98,0,0,12,46,0,0
2024-06-30,28.016,-15.603,1629,1,above-cloud,GCLP,-994,70,10,90,1.5,1019.3,100,0,0,8.6,68,0,0
2024-07-06,28.016,-15.603,1629,1,above-cloud,GCLP,-1055,66,11.5,78,3.7,1018,45,0,0,10.5,68,0,0
2024-07-22,28.016,-15.603,1629,1,above-cloud,GCLP,-933,72,13.4,95,0.7,1016.8,100,0,0,11.8,63,0,0
2024-08-09,28.016,-15.603,1629,1,above-cloud,GCLP,-964,57,13.6,67,6,1017.6,15,2,0,8.5,78,0,0
2024-08-31,28.016,-15.603,1629,1,above-cloud,GCLP,-476,80,9.4,100,0,1017,100,0,0,10.2,42,0,0
2024-09-04,28.016,-15.603,1629,1,above-cloud,GCLP,-537,70,10.7,100,0,1017.5,100,0,0,13.2,43,0,0.2
2024-09-24,28.016,-15.603,1629,1,above-cloud,GCLP,-994,77,8.3,98,0.2,1019.3,4,0,0,8.3,88,0,0
2024-10-06,28.016,-15.603,1629,1,above-cloud,GCLP,-1116,48,12.9,53,9.3,1016.4,0,0,0,4.3,107,0,0
2024-10-17,28.016,-15.603,1629,1,above-cloud,GCLP,-933,82,11,100,0,1024.4,100,26,100,12.2,64,0,1.4
2024-10-29,28.016,-15.603,1629,0,in-cloud,GCLP,-80,85,7.2,100,0,1019.1,98,12,0,7.2,39,0,0.2
2024-12-09,28.016,-15.603,1629,1,above-cloud,GCLP,-232,72,7.1,100,0,1022,100,0,100,11.8,40,0,0.1
2024-12-14,28.016,-15.603,1629,1,above-cloud,GCLP,-629,87,4.5,93,1,1020.3,39,0,100,4.6,141,0,0
2025-01-18,28.016,-15.603,1629,1,above-cloud,GCLP,-232,90,3.2,100,0,1026.1,99,0,7,6.5,42,0,0
2025-01-30,28.016,-15.603,1629,1,above-cloud,GCLP,-537,81,6.2,100,0,1029.5,66,0,0,18.7,41,0,0
2025-02-03,28.016,-15.603,1629,1,above-cloud,GCLP,-690,75,5.7,99,0.1,1024.2,99,0,0,15,37,0,0.4
2025-02-21,28.016,-15.603,1629,1,above-cloud,GCLP,-994,69,5.1,60,7.1,1023.3,0,0,0,2.6,141,0,0
2025-03-02,28.016,-15.603,1629,0,below-cloud,GCLP,834,87,3,100,0,1013.2,100,100,0,5.1,184,0,0
2025-03-22,28.016,-15.603,1629,1,above-cloud,GCLP,-385,78,4.8,100,0,1023.5,100,0,2,14.4,31,0,0.1
2025-03-26,28.016,-15.603,1629,1,above-cloud,GCLP,-232,81,3.7,100,0,1023,98,0,0,12.7,32,0,0.1
2025-04-15,28.016,-15.603,1629,1,above-cloud,GCLP,-537,82,5.7,100,0,1020.7,94,0,0,9.7,24,0,0
2025-04-20,28.016,-15.603,1629,1,above-cloud,GCLP,-537,77,4.8,99,0.1,1021.3,99,0,0,17.1,40,0,0.1
2025-04-25,28.016,-15.603,1629,1,above-cloud,GCLP,-385,71,7.1,100,0,1019.7,100,0,0,12.9,35,0,0.1
2025-05-06,28.016,-15.603,1629,1,above-cloud,GCLP,-690,76,6.5,75,4.2,1016.3,0,87,59,3.6,120,0,0
2025-05-22,28.016,-15.603,1629,1,above-cloud,GCLP,-690,73,8.5,100,0,1021.5,100,0,29,11.6,51,0,0
2025-05-28,28.016,-15.603,1629,1,above-cloud,GCLP,-842,83,8.1,100,0,1021.8,99,0,0,9.8,50,0,0
2025-06-07,28.016,-15.603,1629,1,above-cloud,GCLP,-842,87,9.5,85,2.4,1019.2,46,0,0,4.4,69,0,0
2025-06-17,28.016,-15.603,1629,1,above-cloud,GCLP,-842,70,8,63,6.6,1020,0,10,24,3.6,108,0,0
2025-07-07,28.016,-15.603,1629,1,above-cloud,GCLP,-812,74,10,100,0,1019.1,100,0,0,15.2,40,0,0
2025-07-13,28.016,-15.603,1629,1,above-cloud,GCLP,-537,78,9.9,100,0,1019.4,100,0,0,16.1,35,0,0
2025-08-03,28.016,-15.603,1629,1,above-cloud,GCLP,-629,82,11.9,100,0.1,1018.8,100,0,0,7.3,46,0,0
2025-08-27,28.016,-15.603,1629,1,above-cloud,GCLP,-537,72,11.4,100,0,1017.7,100,0,0,12.5,46,0,0
2025-09-09,28.016,-15.603,1629,1,above-cloud,GCLP,-690,71,12.4,99,0.2,1021.8,100,0,81,13.2,61,0,0
2025-09-24,28.016,-15.603,1629,0,in-cloud,GCLP,-80,82,8.8,99,0.2,1020.1,86,0,0,10.9,22,0,0.1
2025-10-06,28.016,-15.603,1629,1,above-cloud,GCLP,-690,80,9.7,92,1.2,1021.3,57,0,0,9.5,54,0,0
2025-10-11,28.016,-15.603,1629,1,above-cloud,GCLP,-324,77,9,100,0.1,1019.7,99,0,0,10.4,32,0,0
2025-10-23,28.016,-15.603,1629,1,above-cloud,GCLP,-690,92,11.4,99,0.1,1020.4,100,0,0,6.2,78,0,0
2025-11-08,28.016,-15.603,1629,1,above-cloud,GCLP,-690,82,8.9,97,0.4,1021.5,92,0,0,14.6,39,0,0
2025-11-26,28.016,-15.603,1629,1,above-cloud,GCLP,-690,88,6.7,100,0,1022.4,98,0,98,8.6,41,0,0
2025-12-03,28.016,-15.603,1629,1,above-cloud,GCLP,-537,81,5.9,99,0.1,1024.5,49,0,0,11.4,61,0,0
2025-12-14,28.016,-15.603,1629,1,above-cloud,GCLP,-232,71,4.4,100,0,1015.8,100,16,3,6.6,41,0,0.1
2025-12-19,28.016,-15.603,1629,1,above-cloud,GCLP,-385,81,6.5,99,0.2,1023.9,100,0,0,10.4,9,0,0.3
2025-12-23,28.016,-15.603,1629,1,above-cloud,GCLP,-354,82,4.3,100,0,1022.5,97,0,0,9.6,57,0,0
2026-01-07,28.016,-15.603,1629,0,in-cloud,GCLP,72,80,2.9,99,0.1,1028,80,0,0,18.2,35,0,0.1
2026-01-14,28.016,-15.603,1629,0,below-cloud,GCLP,225,79,3.8,100,0.1,1023.4,91,0,0,14.7,25,0,0.1
2026-01-18,28.016,-15.603,1629,0,in-cloud,GCLP,72,63,5.7,99,0.1,1017.8,100,100,0,15,333,0,0.3
2026-01-24,28.016,-15.603,1629,1,above-cloud,GCLP,-232,81,4.4,100,0,1026.4,95,0,2,13,27,0,0.1
2026-02-12,28.016,-15.603,1629,1,above-cloud,GCLP,-1055,75,8.9,62,6.8,1024.1,0,0,0,3.4,137,0,0
2026-02-27,28.016,-15.603,1629,1,above-cloud,GCLP,-690,71,6.4,100,0,1019.2,100,0,0,20,49,0,0.1
2026-03-07,28.016,-15.603,1629,1,above-cloud,GCLP,-415,78,2.7,99,0.2,1022.5,95,0,0,17.9,41,0,0.1
2026-03-11,28.016,-15.603,1629,1,above-cloud,GCLP,-232,60,3.8,99,0.1,1022.1,100,0,0,20.1,38,0,0.4
2026-03-24,28.016,-15.603,1629,1,above-cloud,GCLP,-994,79,5.8,99,0.2,1009.1,100,2,11,5.9,135,0,0.2
2026-04-12,28.016,-15.603,1629,1,above-cloud,GCLP,-690,60,5.2,96,0.6,1022.3,100,0,0,17,31,0,0.5
2026-04-17,28.016,-15.603,1629,1,above-cloud,GCLP,-1086,28,10,40,13.1,1014.6,1,0,99,5.8,120,0,0
2026-04-25,28.016,-15.603,1629,1,above-cloud,GCLP,-537,73,6.8,98,0.3,1017.3,100,0,0,12.5,41,0,0
2026-05-06,28.016,-15.603,1629,1,above-cloud,GCLP,-781,71,7.5,87,1.9,1014.6,21,0,0,6,73,0,0
2026-05-16,28.016,-15.603,1629,1,above-cloud,GCLP,-232,74,5.5,100,0.1,1020.7,100,0,0,15.9,35,0,0.4
2026-05-29,28.016,-15.603,1629,1,above-cloud,GCLP,-781,82,8.4,92,1.3,1023.4,68,0,0,12.6,43,0,0
2026-06-05,28.016,-15.603,1629,1,above-cloud,GCLP,-994,71,8.9,99,0.2,1021,100,0,0,14.3,41,0,0
2026-06-12,28.016,-15.603,1629,1,above-cloud,GCLP,-994,49,12.9,54,9.2,1018,0,0,0,2.1,70,0,0
2026-06-17,28.016,-15.603,1629,1,above-cloud,GCLP,-690,81,8.9,97,0.5,1021.2,100,0,0,11.4,31,0,0
2024-01-21,27.9982,-15.5954,1589,1,above-cloud,GCLP,-345,89,4,100,0,1027.7,99,0,0,7,12,0,0
2024-02-24,27.9982,-15.5954,1589,1,above-cloud,GCLP,-345,71,4.9,99,0.2,1025.1,100,0,0,12.6,20,0,0
2024-02-28,27.9982,-15.5954,1589,1,above-cloud,GCLP,-345,84,4.2,100,0,1023.5,88,0,0,10.3,29,0,0
2024-03-05,27.9982,-15.5954,1589,1,above-cloud,GCLP,-345,88,4.3,100,0,1023.1,100,0,0,7.2,18,0,0
2024-04-08,27.9982,-15.5954,1589,1,above-cloud,GCLP,-650,78,5.2,100,0,1021.5,97,0,0,11.5,14,0,0
2024-04-30,27.9982,-15.5954,1589,1,above-cloud,GCLP,-192,90,3.9,98,0.2,1024.1,48,0,0,7.9,357,0,0
2024-05-13,27.9982,-15.5954,1589,1,above-cloud,GCLP,-650,80,8.9,81,3.1,1018.4,65,0,0,8.4,10,0,0
2024-05-17,27.9982,-15.5954,1589,1,above-cloud,GCLP,-497,86,6.5,100,0,1017.5,100,0,2,7.9,16,0,0
2024-05-21,27.9982,-15.5954,1589,1,above-cloud,GCLP,-345,86,5.3,96,0.6,1022,22,0,0,6.8,18,0,0
2024-06-04,27.9982,-15.5954,1589,1,above-cloud,GCLP,-497,83,8.4,99,0.2,1018.6,100,0,0,7.8,347,0,0
2024-06-13,27.9982,-15.5954,1589,1,above-cloud,GCLP,-497,83,7.8,100,0,1021.6,100,3,94,7.5,35,0,0
2024-06-21,27.9982,-15.5954,1589,1,above-cloud,GCLP,-497,88,7.2,100,0,1021.8,100,0,0,8,8,0,0
2024-06-30,27.9982,-15.5954,1589,1,above-cloud,GCLP,-954,60,11.9,61,7.3,1018.8,24,0,0,2.4,333,0,0
2024-07-06,27.9982,-15.5954,1589,1,above-cloud,GCLP,-1015,47,12.2,55,8.8,1017.1,14,0,0,5,21,0,0
2024-07-22,27.9982,-15.5954,1589,1,above-cloud,GCLP,-893,60,15.9,60,7.6,1016.1,35,0,0,4.5,61,0,0
2024-08-09,27.9982,-15.5954,1589,1,above-cloud,GCLP,-924,40,14.7,44,12,1016.5,1,5,0,3.8,17,0,0
2024-08-31,27.9982,-15.5954,1589,1,above-cloud,GCLP,-436,87,9.4,100,0,1016.9,100,0,0,6.1,28,0,0
