date,lat,lon,elevation,label,verdict,station,relativeToSpotM,score,temp,humidity,dewSpread,pressure,cloudLow,cloudMid,cloudHigh,wind,windDir,visibility,precip
2024-01-06,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2200,87,-4.9,100,0,1023.1,83,0,100,10.8,4,0,0
2024-02-11,28.2727,-16.6427,3644,1,above-cloud,GCTS,-3023,87,-0.5,64,6,1020,0,0,0,4.2,20,0,0
2024-03-04,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,90,-7.2,100,0,1025.9,100,0,0,7.3,9,0,0
2024-03-12,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,83,-6.1,65,5.6,1019.8,1,0,0,7.2,264,0,0
2024-03-26,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,80,-8.3,100,0,1020.3,90,0,0,11.7,351,0,0
2024-04-01,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,91,-7.1,98,0.3,1020,5,0,0,8.6,358,0,0
2024-05-15,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,86,-5.1,100,0.1,1018.3,98,0,0,6.9,354,0,0
2024-05-17,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2688,90,-5.2,100,0,1019.7,99,1,14,7.6,5,0,0
2024-05-19,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,82,-4.5,100,0,1019.2,85,0,0,10.5,352,0,0
2024-05-24,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,92,-5.2,100,0,1020.8,96,0,0,6.9,354,0,0
2024-05-28,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,86,-2.8,100,0,1022,100,0,0,5.5,349,0,0
2024-06-01,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2871,55,-0.3,76,3.7,1017.2,3,0,0,3.9,56,0,0
2024-06-04,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,82,-1.4,86,2.1,1020.1,47,0,0,6.9,6,0,0
2024-06-09,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,84,-2.8,100,0,1020.6,100,0,0,9.8,343,0,0
2024-06-11,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2200,81,-3.1,100,0,1022.5,100,0,0,7.6,352,0,0
2024-06-26,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,89,-0.8,95,0.7,1019.1,57,0,0,6.6,351,0,0
2024-06-30,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2840,67,2.2,45,10.7,1020.3,0,0,0,2.6,214,0,0
2024-07-07,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,49,3.7,47,10.4,1019.4,1,0,0,3,346,0,0
2024-07-29,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,82,2.4,98,0.2,1018.9,98,0,0,8.3,355,0,0
2024-09-16,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,95,0.6,98,0.4,1017.9,91,0,4,4.6,342,0,0
2024-09-18,28.2727,-16.6427,3644,1,above-cloud,GCTS,-1896,82,-2.4,100,0.1,1016.5,100,0,3,8.3,342,0,0
2024-09-29,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2597,93,-1.1,100,0,1022.6,86,0,0,7,342,0,0
2024-10-07,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,50,2.6,42,11.7,1017.6,3,0,10,10.6,337,0,0
2024-10-12,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,74,3.4,37,13.2,1019.7,2,0,68,9.1,243,0,0
2024-10-17,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2200,84,0.2,100,0,1026.3,100,7,4,1.8,323,0,0
2024-10-30,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,83,-6.4,100,0,1021.9,88,0,0,9.2,356,0,0
2024-11-20,28.2727,-16.6427,3644,1,above-cloud,GCTS,-524,74,-3,80,2.9,1023.8,15,1,0,3.9,133,0,0.2
2024-12-13,28.2727,-16.6427,3644,1,above-cloud,GCTS,-1896,88,-8.4,100,0,1022.9,91,0,0,7.5,8,0,0
2025-01-21,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,82,-5.3,99,0.2,1017.1,100,1,0,4.3,246,0,0
2025-02-02,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,82,-7.4,100,0,1028.7,89,0,97,14.2,7,0,0
2025-03-02,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,66,-8.6,99,0.1,1014,100,29,0,7.3,337,0,0.4
2025-03-09,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,87,-9.2,100,0,1017.7,93,0,0,8.7,333,0,0
2025-03-15,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,92,-10,100,0,1022,85,0,25,8.2,352,0,0
2025-03-26,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2200,83,-8,100,0,1024.2,100,0,0,8.3,358,0,0
2025-04-03,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2078,81,-8.5,100,0,1009.6,99,0,0,11.2,238,0,0
2025-04-15,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,86,-7.1,98,0.2,1021.6,47,0,0,8.8,359,0,0
2025-04-29,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2444,75,-5.5,81,2.7,1017.7,25,0,0,7.8,347,0,0
2025-05-04,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,86,-4.8,80,2.9,1019.9,1,0,0,4.6,339,0,0
2025-05-24,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,79,-3.5,90,1.5,1021.1,1,0,0,4.8,11,0,0
2025-05-30,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,66,1.9,34,14.1,1020,0,0,0,0.4,117,0,0
2025-06-08,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2719,84,-1.1,40,11.8,1019.9,0,0,0,0.9,79,0,0
2025-06-16,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,82,-2,59,7,1020.6,0,0,8,0.9,360,0,0
2025-07-10,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,49,6.7,30,16.4,1019.5,0,0,0,2,175,0,0
2025-08-03,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,70,2.1,67,5.5,1019.9,59,0,0,2,360,0,0
2025-08-28,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,91,1.4,98,0.2,1021.4,100,0,0,4.9,358,0,0
2025-09-01,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,92,1.4,90,1.4,1023.2,19,0,0,5.2,6,0,0
2025-09-24,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,77,-3.8,99,0.2,1022.6,100,0,0,12.6,358,0,0
2025-10-11,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,81,-3.1,94,0.8,1021.3,26,0,0,5.8,351,0,0
2025-10-19,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,85,-1,74,4.1,1020.9,15,0,0,6.3,357,0,0
2025-10-24,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,95,-0.3,100,0,1022.3,91,0,0,3.5,339,0,0
2025-11-11,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,92,-4,100,0,1019.1,98,0,0,5.5,349,0,0
2025-11-19,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2200,85,-6.4,100,0,1022.2,84,0,0,13.9,354,0,0
2025-11-27,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,83,-6.9,100,0,1022.3,89,0,0,9.9,355,0,0
2025-12-19,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,85,-7,100,0,1025.7,95,0,0,9.4,348,0,0
2026-01-01,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,74,-5.9,46,9.7,1012.4,19,0,98,6,201,0,0
2026-01-15,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,93,-9.9,100,0,1025.1,25,0,0,6.9,6,0,0
2026-01-22,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,88,-6.5,81,2.7,1022.5,19,0,91,4.2,353,0,0
2026-01-29,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,48,-4.7,43,10.8,1025.5,0,0,0,7.3,351,0,0
2026-02-26,28.2727,-16.6427,3644,1,above-cloud,GCTS,-1438,78,-9.6,100,0,1023.2,99,4,0,16.1,356,0,0.1
2026-03-07,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,89,-9.9,100,0,1023.5,95,0,0,8.3,5,0,0
2026-03-10,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2505,89,-8.2,100,0.1,1025.9,100,0,0,9.2,12,0,0
2026-03-21,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,66,-8,95,0.6,1001.9,100,34,0,8.1,283,0,4.8
2026-03-24,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,71,-7.1,99,0.1,1010.4,100,14,72,4.7,2,0,0
2026-03-28,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,85,-7.5,74,3.8,1020.2,1,0,0,4.8,25,0,0
2026-04-07,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,88,-5.9,90,1.3,1022.7,29,0,13,4.3,292,0,0
2026-04-22,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,84,-5.3,100,0,1014.5,100,0,0,4,190,0,0
2026-04-26,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2048,82,-5.9,99,0.1,1017.2,100,16,98,6.3,345,0,0.1
2026-04-29,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,92,-6.4,95,0.7,1014.9,50,13,0,1.9,202,0,0
2026-05-07,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,96,-5.3,97,0.4,1016,84,0,0,4.3,332,0,0
2026-05-16,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2353,87,-6.4,96,0.6,1022,97,0,0,6.3,13,0,0
2026-05-31,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2810,49,0.8,57,7.5,1022,19,0,0,2.2,14,0,0
2026-06-03,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,47,1.8,44,11,1024.6,4,0,0,4.8,56,0,0
2026-06-17,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2566,91,0.9,49,9.7,1021.9,3,0,0,7,360,0,0
2026-06-19,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2962,88,1,58,7.4,1019.4,0,0,0,3.9,56,0,0
2026-06-23,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2840,85,1.8,91,1.3,1020.8,20,0,0,6.5,5,0,0
2026-07-03,28.2727,-16.6427,3644,1,above-cloud,GCTS,-2658,66,4.4,40,12.4,1017.4,4,0,0,3.4,43,0,0
2024-03-08,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,65,-16.9,68,4.6,1013.5,20,0,1,9.3,106,0,0
2024-03-10,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,54,-9.5,76,3.4,995.5,100,100,100,16.5,113,0,1.4
2024-03-27,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,67,-9.4,79,2.9,989,100,100,100,10.7,104,0,1.2
2024-03-29,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,70,-6,81,2.8,1002.9,82,68,59,7.1,114,0,0
2024-03-31,45.5516,6.8474,3155,1,above-cloud,LIMW,-1238,61,-8.2,84,2.2,1000,100,67,88,8,85,0,0.3
2024-04-09,45.5516,6.8474,3155,1,above-cloud,LIMW,-629,75,-4.2,94,0.8,1013.9,82,98,100,6,115,0,0.9
2024-04-26,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,75,-14.9,86,1.8,1009,39,98,0,7.6,121,0,0
2024-04-28,45.5516,6.8474,3155,1,above-cloud,LIMW,-1330,58,-6.9,84,2.3,1015,56,100,100,9,106,0,0.2
2024-05-02,45.5516,6.8474,3155,1,above-cloud,LIMW,-1848,77,-6.4,91,1.2,1001.3,67,95,38,5.4,86,0,0.2
2024-05-07,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,72,-6.2,99,0.1,1014.4,100,6,0,3.3,264,0,0
2024-05-14,45.5516,6.8474,3155,0,below-cloud,LIMW,286,75,-5,94,0.8,1011.1,100,0,2,8.2,113,0,0
2024-05-16,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,84,-7,93,1,1007.8,77,25,3,6.1,93,0,0
2024-06-09,45.5516,6.8474,3155,0,below-cloud,LIMW,438,75,-1.2,82,2.7,1011.6,0,14,99,6.4,117,0,0
2024-06-20,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,86,4.3,80,3.2,1022.5,7,6,100,5.4,94,0,0
2024-06-29,45.5516,6.8474,3155,1,above-cloud,LIMW,-324,79,3.8,92,1.2,1020.8,64,0,62,9.7,112,0,0
2024-07-07,45.5516,6.8474,3155,0,below-cloud,LIMW,377,87,1.1,97,0.5,1015.1,95,100,14,2.5,172,0,0.5
2024-09-04,45.5516,6.8474,3155,0,below-cloud,LIMW,286,82,1.4,88,1.8,1019.3,32,93,76,4.3,114,0,0
2024-09-07,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,71,1.5,91,1.3,1018.1,100,0,8,9.3,103,0,0
2024-09-22,45.5516,6.8474,3155,0,in-cloud,LIMW,-19,76,-2.3,89,1.6,1020.3,40,56,100,7.4,104,0,0
2024-10-01,45.5516,6.8474,3155,0,below-cloud,LIMW,286,81,-2.8,96,0.6,1018.6,100,100,3,5.5,229,0,0
2024-10-08,45.5516,6.8474,3155,1,above-cloud,LIMW,-2000,74,-1.2,93,1,1007.7,100,100,100,5.6,105,0,2.5
2024-10-16,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,72,0,93,1.1,1018.9,99,99,100,6.2,102,0,1
2024-10-20,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,76,-1.4,90,1.4,1022.8,99,25,95,5.1,84,0,0.1
2024-10-24,45.5516,6.8474,3155,1,above-cloud,LIMW,-172,94,-5.2,99,0.1,1027.2,100,30,0,7.2,118,0,0
2024-10-26,45.5516,6.8474,3155,1,above-cloud,LIMW,-934,71,-1.5,88,1.8,1020.7,99,100,94,7.6,94,0,0.2
2024-12-22,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,63,-10.3,98,0.3,1015.9,100,100,99,9,241,0,1.9
2025-01-06,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,65,-11.7,76,3.3,1007.8,65,67,56,9.5,105,0,0
2025-01-22,45.5516,6.8474,3155,1,above-cloud,LIMW,-1238,71,-11.7,77,3.3,1012.2,91,98,99,6.6,112,0,0.1
2025-01-28,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,64,-11.2,96,0.5,1002.9,100,100,2,7.9,291,0,1.4
2025-02-01,45.5516,6.8474,3155,1,above-cloud,LIMW,-1848,71,-12.8,84,2.1,1025.2,100,3,0,5.8,86,0,0
2025-02-11,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,86,-8.5,92,1.1,1020.7,92,60,42,3.3,126,0,0
2025-02-13,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,76,-13.3,87,1.7,1019.5,99,98,32,2.2,145,0,0.1
2025-02-19,45.5516,6.8474,3155,1,above-cloud,LIMW,-1452,52,-13.3,55,7.1,1019.4,0,72,3,0.8,117,0,0
2025-03-01,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,84,-21.3,72,3.7,1021.4,70,4,0,5.8,116,0,0
2025-03-12,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,63,-9.7,85,2.1,999.1,100,98,68,2.3,141,0,0.2
2025-03-24,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,81,-13.4,89,1.5,1011.3,100,2,100,6.7,117,0,0
2025-04-13,45.5516,6.8474,3155,1,above-cloud,LIMW,-629,79,-4.6,88,1.6,1011.3,95,93,98,4.3,123,0,0
2025-04-19,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,76,-8.4,87,1.8,1010.9,100,13,78,6.7,109,0,0
2025-04-27,45.5516,6.8474,3155,0,in-cloud,LIMW,133,82,-6.9,90,1.4,1019.1,100,85,6,4.5,106,0,0
2025-05-05,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,68,-5.2,100,0.1,1003,100,55,97,2.2,235,0,0
2025-05-20,45.5516,6.8474,3155,1,above-cloud,LIMW,-1696,80,-3.7,93,0.9,1015.5,100,100,100,5.2,106,0,0
2025-07-19,45.5516,6.8474,3155,0,in-cloud,LIMW,133,54,4.2,62,6.6,1014.9,1,7,100,4.1,113,0,0
2025-10-15,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,86,-5.5,78,3.1,1020,6,0,0,4,100,0,0
2025-10-22,45.5516,6.8474,3155,0,in-cloud,LIMW,-19,80,-3.7,100,0,1006.4,100,98,100,4.6,252,0,1.9
2025-10-29,45.5516,6.8474,3155,1,above-cloud,LIMW,-476,66,-11.8,40,10.9,1012.7,0,0,35,6.1,109,0,0
2025-11-16,45.5516,6.8474,3155,1,above-cloud,LIMW,-2305,77,-6.7,84,2.3,1009.9,80,100,100,6.3,105,0,0.8
2025-12-17,45.5516,6.8474,3155,1,above-cloud,LIMW,-324,82,-10.4,89,1.5,1021.7,50,100,100,1.7,103,0,0.1
2025-12-21,45.5516,6.8474,3155,1,above-cloud,LIMW,-1238,72,-7.8,88,1.6,1013.4,100,88,99,6.1,87,0,0
2026-01-08,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,75,-15.4,84,2.2,1016.5,100,100,100,2.6,205,0,1.3
2026-01-16,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,77,-17,83,2.1,1018.5,96,0,87,8.7,117,0,0
2026-01-20,45.5516,6.8474,3155,1,above-cloud,LIMW,-2305,66,-15.5,78,3,1023.5,100,0,79,9.4,108,0,0
2026-01-25,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,78,-16.3,85,2,1001.1,39,80,33,1.5,135,0,0
2026-02-03,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,67,-11.5,80,2.7,1000.5,93,42,0,7.9,111,0,0.1
2026-02-06,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,68,-11.1,96,0.6,994.7,100,100,11,1.8,246,0,0.4
2026-02-10,45.5516,6.8474,3155,1,above-cloud,LIMW,-629,72,-13.1,86,1.9,1004.2,100,100,89,3.7,133,0,0.4
2026-02-12,45.5516,6.8474,3155,1,above-cloud,LIMW,-1543,75,-11.7,97,0.3,988.9,100,98,100,2.3,180,0,1
2026-02-16,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,50,-10.6,97,0.4,1007.1,100,100,0,10.1,264,0,2.1
2026-02-18,45.5516,6.8474,3155,1,above-cloud,LIMW,-324,79,-13.5,80,2.7,1016,100,100,100,2.5,159,0,0.4
2026-02-25,45.5516,6.8474,3155,1,above-cloud,LIMW,-1543,49,-8.3,36,12.3,1021.6,0,0,0,1.5,120,0,0
2026-03-02,45.5516,6.8474,3155,1,above-cloud,LIMW,-2000,75,-10.9,90,1.4,1024.3,100,0,0,5.8,110,0,0
2026-03-10,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,80,-9.5,90,1.3,1023.2,100,77,48,4.9,96,0,0
2026-03-15,45.5516,6.8474,3155,1,above-cloud,LIMW,-2305,79,-14.9,84,2.2,1008.1,100,100,62,4.9,62,0,1.6
2026-03-21,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,77,-13.8,68,4.7,1015.8,95,0,0,0.8,135,0,0
2026-03-26,45.5516,6.8474,3155,1,above-cloud,LIMW,-781,74,-18.8,87,1.6,1014.7,98,86,0,9.4,281,0,0.2
2026-04-13,45.5516,6.8474,3155,1,above-cloud,LIMW,-1696,68,-6.1,89,1.5,1007.9,82,100,100,4.2,83,0,0.1
2026-04-22,45.5516,6.8474,3155,1,above-cloud,LIMW,-934,66,-11.3,62,5.9,1014.9,2,2,4,2.4,126,0,0
2026-04-30,45.5516,6.8474,3155,1,above-cloud,LIMW,-1086,79,-7.3,87,1.8,1019.6,6,0,0,1.9,119,0,0
2026-05-06,45.5516,6.8474,3155,1,above-cloud,LIMW,-1391,73,-6.2,88,1.7,1008,55,100,45,4.4,99,0,0.4
2026-05-10,45.5516,6.8474,3155,1,above-cloud,LIMW,-629,68,-4.6,89,1.5,1014.3,76,100,98,4.1,88,0,0.2
2026-05-15,45.5516,6.8474,3155,1,above-cloud,LIMW,-324,76,-14.6,82,2.3,1000.7,95,100,94,1.7,131,0,0.1
2026-01-21,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,82,12.4,95,0.8,1011.4,34,59,100,9.5,243,0,0.2
2026-01-29,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,80,12.5,92,1.3,1015.8,0,100,100,3.8,289,0,0.1
2026-02-01,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,82,11.3,99,0.1,1014.3,9,13,100,4.7,223,0,0
2026-02-06,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,81,11.9,98,0.4,1014.7,4,38,100,3.1,242,0,0
2026-02-10,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,82,12.3,98,0.3,1014.7,13,73,100,2.7,222,0,0.2
2026-02-23,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,79,11.9,98,0.3,1010.4,0,100,100,3.9,227,0,0.3
2026-03-01,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,72,11.5,98,0.3,1012,0,70,100,5.7,215,0,0
2026-04-29,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,90,12,96,0.7,1014,4,0,90,1.3,214,0,0
2026-05-28,-8.0635,114.2377,2267,1,above-cloud,WADY,-1691,84,11,98,0.3,1017.7,100,0,0,0.4,153,0,0
2024-01-02,-21.1874,55.635,2090,0,below-cloud,FMEP,767,68,12.6,100,0,1013.6,96,100,100,4.6,342,0,1.9
2024-01-07,-21.1874,55.635,2090,1,above-cloud,FMEP,-1336,82,13.6,100,0,1018.4,100,88,100,2.2,270,0,0.5
2024-01-16,-21.1874,55.635,2090,1,above-cloud,FMEP,-1336,63,12.8,99,0.1,1006.7,100,16,100,13.4,216,0,2.2
2024-01-23,-21.1874,55.635,2090,1,above-cloud,FMEP,-1732,78,15.2,100,0,1009.1,100,35,93,8,185,0,0.3
2024-01-26,-21.1874,55.635,2090,1,above-cloud,FMEP,-1671,67,13.4,100,0,1010.1,100,100,0,1.3,56,0,6.6
2024-01-29,-21.1874,55.635,2090,0,below-cloud,FMEP,3145,74,12.9,100,0,1013,100,100,21,2.5,135,0,13.7
2024-02-03,-21.1874,55.635,2090,1,above-cloud,FMEP,-1123,82,9.5,100,0,1017.8,100,0,2,3.3,139,0,0.2
2024-02-20,-21.1874,55.635,2090,0,below-cloud,FMEP,584,90,10.6,93,1.1,1016.1,100,6,73,1.6,243,0,0.1
2024-02-24,-21.1874,55.635,2090,1,above-cloud,FMEP,-1153,82,12.5,98,0.4,1015.3,25,0,91,5.4,250,0,0
2024-03-04,-21.1874,55.635,2090,0,below-cloud,FMEP,1011,82,13.5,99,0.1,1019.4,84,100,100,5.1,51,0,1.3
2024-03-22,-21.1874,55.635,2090,0,below-cloud,FMEP,584,89,11.6,100,0.1,1016.7,100,1,2,4.2,121,0,0.1
2024-03-31,-21.1874,55.635,2090,0,in-cloud,FMEP,-25,86,11.6,100,0,1018.8,100,100,45,1.6,153,0,1.2
2024-04-04,-21.1874,55.635,2090,0,below-cloud,FMEP,1011,74,12.1,100,0,1019.1,100,100,100,3.6,354,0,4.4
2024-04-15,-21.1874,55.635,2090,1,above-cloud,FMEP,-1824,70,12.2,100,0,1020.6,100,31,54,8.2,52,0,1.3
2024-04-18,-21.1874,55.635,2090,1,above-cloud,FMEP,-970,87,7.2,100,0,1024.1,100,0,83,4.5,151,0,0
2024-05-04,-21.1874,55.635,2090,1,above-cloud,FMEP,-1123,84,8.9,99,0.2,1020.6,100,3,0,3.9,214,0,0
2024-05-10,-21.1874,55.635,2090,1,above-cloud,FMEP,-208,82,8.2,100,0,1020.7,100,4,0,5.6,105,0,3
2024-05-24,-21.1874,55.635,2090,0,in-cloud,FMEP,-147,69,5.4,100,0,1022.1,100,35,0,5.4,143,0,0.6
2024-05-28,-21.1874,55.635,2090,1,above-cloud,FMEP,-391,69,10.3,100,0,1020.2,100,10,13,6,155,0,0.8
2024-05-31,-21.1874,55.635,2090,1,above-cloud,FMEP,-726,71,8.8,100,0,1023.6,100,0,0,6,65,0,0.7
2024-06-13,-21.1874,55.635,2090,0,below-cloud,FMEP,1316,53,9.2,100,0,1021.8,100,100,100,22.2,40,0,4.5
2024-06-17,-21.1874,55.635,2090,1,above-cloud,FMEP,-940,85,7.8,80,3.2,1020.2,12,4,0,4.7,238,0,0
2024-06-22,-21.1874,55.635,2090,0,in-cloud,FMEP,36,69,6.3,100,0,1024.2,100,0,0,4.9,73,0,1.2
2024-06-27,-21.1874,55.635,2090,1,above-cloud,FMEP,-543,92,4.2,100,0,1026.1,100,0,0,4.1,142,0,0
2024-07-02,-21.1874,55.635,2090,0,in-cloud,FMEP,-147,79,7,100,0,1021.3,100,21,0,4.3,175,0,1
2024-07-11,-21.1874,55.635,2090,1,above-cloud,FMEP,-1214,93,3.5,100,0.1,1026.1,95,0,0,3.1,225,0,0
2024-08-02,-21.1874,55.635,2090,1,above-cloud,FMEP,-269,66,6,59,7.5,1023.5,10,0,0,3.9,202,0,0
2024-08-15,-21.1874,55.635,2090,0,in-cloud,FMEP,97,85,7.3,100,0,1023.7,99,1,0,4.8,42,0,0.1
2024-08-20,-21.1874,55.635,2090,1,above-cloud,FMEP,-452,78,3.7,100,0,1025.9,100,0,0,8,153,0,0
2024-08-25,-21.1874,55.635,2090,1,above-cloud,FMEP,-574,91,2.1,91,1.3,1025.4,37,0,52,4.1,218,0,0
2024-09-12,-21.1874,55.635,2090,1,above-cloud,FMEP,-787,86,6.5,84,2.4,1022,39,0,0,5.9,218,0,0
2024-09-22,-21.1874,55.635,2090,0,below-cloud,FMEP,767,85,8,100,0,1022.6,100,4,0,4.3,85,0,0
2024-10-03,-21.1874,55.635,2090,0,in-cloud,FMEP,36,97,4.2,99,0.1,1020.7,73,0,0,2.7,293,0,0
2024-10-06,-21.1874,55.635,2090,0,in-cloud,FMEP,-147,89,4.2,100,0,1021.3,100,0,0,3.2,177,0,0.1
2024-10-15,-21.1874,55.635,2090,0,below-cloud,FMEP,401,83,7.1,100,0,1019.9,100,0,0,0.4,153,0,1
2024-10-22,-21.1874,55.635,2090,0,in-cloud,FMEP,-147,84,8.9,100,0,1022.2,100,2,0,4,90,0,0.9
2024-11-05,-21.1874,55.635,2090,1,above-cloud,FMEP,-208,87,8,100,0,1018.1,100,0,0,3.2,267,0,0
2024-11-21,-21.1874,55.635,2090,1,above-cloud,FMEP,-1305,80,11.5,100,0,1015.1,100,14,0,4.2,175,0,1
2024-12-10,-21.1874,55.635,2090,1,above-cloud,FMEP,-330,95,7.9,100,0,1017.2,95,0,35,1.5,234,0,0
2025-02-09,-21.1874,55.635,2090,1,above-cloud,FMEP,-879,92,11,90,1.6,1013.8,28,2,0,1.8,294,0,0
2025-02-25,-21.1874,55.635,2090,0,below-cloud,FMEP,2230,82,12.4,100,0,1016,100,42,40,7.6,65,0,0.9
2025-03-18,-21.1874,55.635,2090,1,above-cloud,FMEP,-1732,71,12.7,100,0,1017.3,99,81,100,6.8,22,0,5
2025-04-03,-21.1874,55.635,2090,0,below-cloud,FMEP,279,85,10.8,100,0,1018.5,100,1,68,0.2,180,0,0
2025-04-30,-21.1874,55.635,2090,0,in-cloud,FMEP,-147,64,10.4,100,0,1019.2,100,65,100,7.4,83,0,7.1
