humidity,temp,dewSpread,cloudLow,cloudMid,cloudHigh,cloudTotal,wind,pressure,precip24,precip48,precipToday,wetThenClear,nightCloudHigh,nightCloudTotal,nightCloudLow,nightCooling,windDir,humidityNight,humidityRise,elevation,month,label,date,lat,lon,source
69.25,14.7,5.625,0,0,0,0,7.275,1005.475,0,0,0,0,0,0,0,6.5,136,65.4,3.8499999999999943,680,4,0,2025-04-30,36.05,117.02,control-day
72.75,11.774999999999999,4.75,0,0,0,0,6,1003.5,0,9.799999999999999,0,0,0,0,0,2.0000000000000018,144,57.6,15.149999999999999,680,4,0,2026-04-05,36.05,117.02,control-day
90.5,15.149999999999999,1.5249999999999995,4.5,0,99.75,99.75,5.725,1008.45,0,0,0.6,0,95.2,95.2,0,5.516666666666671,328,93.2,-2.700000000000003,1291,4,0,2024-04-27,39.97,116.06,control-day
75.5,11.425,4.15,11.25,99.25,92.5,100,19.2,1009.6999999999999,7.199999999999999,7.199999999999999,9.799999999999997,0,99.4,100,78.6,6.100000000000001,342,88.4,-12.900000000000006,1291,4,0,2024-04-23,39.97,116.06,control-day
99.75,8.350000000000001,0.050000000000000266,100,3.25,0,100,3.25,1012.25,5.300000000000001,12.599999999999996,5.4,0,0,100,100,0.4666666666666668,24,99.8,-0.04999999999999716,1864,4,0,2026-04-14,30.13,118.17,control-day
99.5,6.425,0.10000000000000009,100,100,15.25,100,4.925,1014.675,11.199999999999998,16.799999999999997,8.2,0,81.2,100,100,0.8499999999999996,349,99.8,-0.29999999999999716,1864,4,0,2024-04-08,30.13,118.17,control-day
98.5,16.625,0.22499999999999964,100,28.5,0.25,100,4.575,1011.9,1.3000000000000003,11.999999999999996,1.4000000000000001,0,3.4,100,100,0.6999999999999993,56,98,0.5,1480,4,0,2026-04-14,29.95,119.47,control-day
93.75,17.349999999999998,0.9999999999999987,64.25,95.75,100,100,12.125,1006.375,0.7,8.799999999999997,59.99999999999999,0,100,100,82.2,3.6666666666666643,46,89.4,4.349999999999994,1480,4,0,2024-04-30,29.95,119.47,control-day
51.5,6.45,9.175,0,31.75,3,34,5.675,1017.125,0,0.1,0,0,0.2,3,0,4.966666666666666,161,45.2,6.299999999999997,1864,4,0,2025-04-07,30.13,118.17,control-day
96.5,8.200000000000001,0.5499999999999998,74.25,12.75,63.5,98.75,5.375,1013.1500000000001,7.599999999999999,13.999999999999996,0,0,26.4,75.4,67.4,2.816666666666668,72,94.6,1.9000000000000057,1864,4,0,2024-04-24,30.13,118.17,control-day
26.25,5,17.9,0,38.25,0,38.25,3.025,1013.8500000000001,0,0,0,0,0,74.4,0,5.016666666666666,231,22,4.25,1291,4,0,2026-04-06,39.97,116.06,control-day
20,8.7,22.1,0,0,0.75,0.75,7.875,1017.925,0,0,0,0,10.8,10.8,0,8.499999999999998,285,19.2,0.8000000000000007,1291,4,0,2025-04-24,39.97,116.06,control-day
98.75,12.225000000000001,0.17499999999999938,100,71,99.75,100,4.375,1008.65,32,32,50.50000000000001,0,99,99.4,47.2,1.5166666666666675,321,97.2,1.5499999999999972,1817,4,0,2025-04-22,28.91,118.06,control-day
73.5,11.825000000000001,4.625,6.5,0,25.25,29.75,2.15,1012.6999999999999,1.6000000000000003,2.6,0.7,1,99.8,100,15.8,1.2666666666666675,222,72.8,0.7000000000000028,1817,4,0,2025-04-09,28.91,118.06,control-day
90,17.525,1.6750000000000007,0.25,53.25,100,100,0.7749999999999999,1010.9000000000001,0.7999999999999999,10.999999999999998,11,0,96.8,96.8,0,3.8499999999999943,207,84.2,5.799999999999997,1530,4,0,2025-04-21,30.02,119.43,control-day
91,12.350000000000001,1.4500000000000006,0,0,0,0,3.3499999999999996,1015.0250000000001,0,0,0,0,0,0,0,5.083333333333334,234,86.6,4.400000000000006,1530,4,0,2026-04-26,30.02,119.43,control-day
28.75,15.700000000000001,18,0,0,24.5,24.5,6.3500000000000005,1006,0,0,0,0,1.4,1.4,0,1.8000000000000007,305,27.2,1.5500000000000007,1291,4,0,2025-04-15,39.97,116.06,control-day
90,9.975000000000001,1.6,23,0,0,23,4.7,1013.425,0,0,0,0,0,1,1,5.333333333333332,315,88,2,1291,4,0,2026-04-23,39.97,116.06,control-day
80.25,7.300000000000001,3.225,0,0,0,0,3.925,1015.2,0.7,2.1000000000000005,0,0,0,0,0,3.2166666666666677,212,78,2.25,1864,4,0,2026-04-26,30.13,118.17,control-day
99.75,5.225,0.02499999999999991,94.75,0,0,94.75,4.175,1009.3749999999999,17.400000000000002,19.700000000000006,0,0,3.8,95.2,95.2,1.9499999999999993,270,100,-0.25,1864,4,0,2026-04-04,30.13,118.17,control-day
84.5,1.375,2.35,99,100,2.25,100,5.8,1016.5,32.2,45.90000000000001,10.200000000000001,0,9.8,100,100,1.0666666666666664,340,93.6,-9.099999999999994,3077,4,0,2024-04-04,29.52,103.33,control-day
97.75,-3.9499999999999993,0.3500000000000004,24.25,99.75,0.25,99.75,2.125,1019.825,0.4,3.0000000000000004,1.2,0,5.2,100,75.4,2.966666666666667,243,99,-1.25,3077,4,0,2025-04-03,29.52,103.33,control-day
93,9.45,1.0499999999999998,1.5,0,1,2.25,7.700000000000001,1005.525,0,5.799999999999999,17.5,0,7,10.6,3.6,1.7833333333333332,185,94.2,-1.2000000000000028,1817,4,0,2026-04-09,28.91,118.06,control-day
100,11.200000000000001,0,92.25,47.25,98.25,100,7.5249999999999995,1009.3,19.3,23.3,31.499999999999996,0,97,100,93,1.2333333333333325,170,100,0,1817,4,0,2024-04-14,28.91,118.06,control-day
91.5,7.700000000000001,1.2749999999999997,100,12,47.25,100,3.425,1007.5000000000001,0.9,1.1,0.2,0,79.4,99.6,96.8,5.700000000000001,61,94.6,-3.0999999999999943,3660,4,0,2024-04-01,29.66,102.35,control-day
97.5,7,0.3500000000000003,59.75,100,95.5,100,4.5,1022,7.4,18.999999999999993,5.1,0,99.8,100,73.4,1.6166666666666663,88,96.4,1.0999999999999943,3660,4,0,2025-04-30,29.66,102.35,control-day
84.75,7.425,2.3499999999999996,100,11.25,0.5,100,3.125,1019.575,0,2.5000000000000004,0,0,18.2,90.8,86.2,5.866666666666668,60,94.8,-10.049999999999997,3660,4,0,2026-04-24,29.66,102.35,control-day
90.5,4.775,1.4250000000000003,100,100,33.25,100,3.7,1022.5250000000001,4.5,5.2,3.3,0,14.2,100,100,5.133333333333333,294,91.4,-0.9000000000000057,3660,4,0,2025-04-24,29.66,102.35,control-day
55,4.65,8.3,0,91.75,100,100,1.975,1018.5500000000001,0,21.1,0,0,99.8,99.8,0,2.4833333333333334,108,64.8,-9.799999999999997,3077,4,0,2025-04-14,29.52,103.33,control-day
98.25,5.85,0.19999999999999996,95.5,5,35.75,97.5,4.875,1005.95,5.4,7.600000000000001,18.7,0,44.2,96.4,92,1.75,357,98.2,0.04999999999999716,3077,4,0,2024-04-29,29.52,103.33,control-day
94.25,11.650000000000002,0.8999999999999995,64.75,14,7.5,71,2.325,1014.0999999999999,0.6,0.6,5.8,0,28.2,98,87.4,4.08333333333333,90,92.8,1.4500000000000028,3660,4,0,2025-04-19,29.66,102.35,control-day
85.5,7.3999999999999995,2.25,100,79.75,83,100,2.875,1021.7,2.2,3.6000000000000005,2,0,28.8,100,100,3.200000000000001,56,92.6,-7.099999999999994,3660,4,0,2025-04-27,29.66,102.35,control-day
99.5,-0.25,0.049999999999999996,100,1.75,4,100,5.825,1022.05,12.5,24.2,0.9,0,0,100,100,0.4,43,99.8,-0.29999999999999716,1864,3,0,2026-03-19,30.13,118.17,control-day
74.25,10.675,4.375,44.75,1,17.75,55.25,10.25,1009.5999999999999,0.1,0.2,3,0,2,12.8,11.2,1.9333333333333336,168,79.2,-4.950000000000003,1864,3,0,2025-03-02,30.13,118.17,control-day
87.25,8.175,1.9750000000000003,11.75,6.5,34.75,43.25,4.75,1002.875,0,0.6,0,0,0.4,15.4,14.8,6.9833333333333325,81,92.4,-5.150000000000006,3660,3,0,2024-03-22,29.66,102.35,control-day
66.5,3,5.725,0,0,0,0,2.55,1013.2249999999999,0.1,3.3000000000000007,0,0,0,0,0,10.466666666666665,70,67,-0.5,3660,3,0,2025-03-25,29.66,102.35,control-day
98.25,-5.050000000000001,0.2500000000000002,100,32,44.5,100,3.3499999999999996,1018.15,5.1,5.199999999999999,3.6000000000000005,0,98.6,100,100,1.1333333333333333,118,97.2,1.0499999999999972,3077,3,0,2025-03-03,29.52,103.33,control-day
98.75,-1.25,0.19999999999999996,98.75,8.25,20.25,98.75,2.675,1022.275,0,14.7,0.7000000000000001,0,0.6,100,100,1.45,247,99.6,-0.8499999999999943,3077,3,0,2026-03-11,29.52,103.33,control-day
96.5,-5.85,0.44999999999999973,100,24.25,37.75,100,5.25,1011.175,0,0,0.7999999999999999,0,44.4,100,100,3.9000000000000012,11,97,-0.5,2100,3,0,2024-03-04,34.73,104.63,control-day
65.75,-0.4999999999999998,5.65,0,0,0,0,5.949999999999999,1018.4999999999999,0,0,0,0,0,0,0,7.883333333333333,264,71.4,-5.650000000000006,2100,3,0,2026-03-11,34.73,104.63,control-day
77.25,-0.5750000000000001,3.525,0,7.25,0,7.25,5.075,1020.125,0,1.4,0,0,28.6,72,0,2.35,153,78.8,-1.5499999999999972,1545,3,0,2026-03-20,36.25,117.1,control-day
42.25,-6,10.775,3.25,24,84.5,87.5,10.850000000000001,1024.65,0.30000000000000004,0.4,0,0,99.6,99.8,7.6,2.4666666666666672,50,53.2,-10.950000000000003,1545,3,0,2024-03-06,36.25,117.1,control-day
19.75,-15.924999999999999,18,0,0,1,1,10.4,1039.9499999999998,0,0,0,0,6.8,6.8,0,1.5999999999999996,7,13.8,5.949999999999999,1545,2,0,2025-02-08,36.25,117.1,control-day
76.25,-11.4,3.3249999999999997,0,76.75,99.75,100,3.2250000000000005,1033.0249999999999,0,0,0.6,0,20.8,61.4,0,4.116666666666665,90,83,-6.75,1545,2,0,2024-02-24,36.25,117.1,control-day
77.25,-10.425,3.25,100,10.25,0,100,5.925000000000001,1027.4,1.8,4.400000000000001,1.3000000000000003,0,0,99.8,99.8,0.15000000000000036,83,83,-5.75,3077,2,0,2024-02-25,29.52,103.33,control-day
97.5,-3.4250000000000003,0.32499999999999996,23.5,94.75,14,96,2.2750000000000004,1019.2750000000001,11.3,12.799999999999999,2.1,0,18,100,78,2.433333333333333,229,99.2,-1.7000000000000028,3077,2,0,2026-02-24,29.52,103.33,control-day
97.25,-7.925000000000001,0.3750000000000009,100,0,24.25,100,3.675,1028.4499999999998,23.5,35.5,0.8,0,0,99.8,99.8,2.3666666666666663,236,98.2,-0.9500000000000028,1817,2,0,2024-02-05,28.91,118.06,control-day
98,-5.074999999999999,0.25,90.25,72.75,38.5,100,7.625,1026,52.6,53,24.799999999999997,0,72,100,100,4.95,39,97.8,0.20000000000000284,1817,2,0,2024-02-22,28.91,118.06,control-day
76.75,0.525,3.675,99,18.5,2.25,99,6.699999999999999,1029.75,0.5,0.6000000000000001,0.5,0,0,100,100,0.85,91,83.2,-6.450000000000003,3660,2,0,2026-02-02,29.66,102.35,control-day
92.25,1.9,1.1,97.5,18,26,98.25,3.075,1024.65,0.4,1.6000000000000003,0.2,0,88.8,100,87.8,3.916666666666666,90,92.4,-0.15000000000000568,3660,2,0,2026-02-20,29.66,102.35,control-day
95.25,10.025,0.6999999999999997,2.75,92.75,96.75,99.75,4.074999999999999,1023.1500000000001,0,0,0,0,13.8,64.8,8.8,5.466666666666667,325,89.6,5.650000000000006,1291,10,0,2024-10-26,39.97,116.06,control-day
77.5,3.1500000000000004,3.525,0,0,0,0,2.375,1021.225,2.5999999999999996,2.5999999999999996,0,1,0,0,0,3.5500000000000007,265,73.8,3.700000000000003,1291,10,0,2024-10-23,39.97,116.06,control-day
83.5,15.475000000000001,2.775,0,57,100,100,6.325,1015.0749999999999,0,0,2,0,95.6,100,0,2.6666666666666643,123,82.4,1.0999999999999943,1545,9,0,2025-09-11,36.25,117.1,control-day
96.5,14.675,0.6499999999999999,63,100,100,100,4,1016.25,0,0,12.2,0,99.8,99.8,12.6,3.5333333333333368,146,90.8,5.700000000000003,1545,9,0,2024-09-30,36.25,117.1,control-day
88.25,14.075,1.9249999999999998,0.5,0,0,0.5,6.775,1014.4000000000001,77.5,86.7,0,1,0,12.2,12.2,1.666666666666666,332,87.2,1.0499999999999972,2240,8,0,2024-08-27,39.97,115.5,control-day
98.75,16.625,0.17499999999999982,78.5,100,99.5,100,4.475,1011.8499999999999,1.6,1.6,52.1,0,100,100,10.2,2.2666666666666693,133,97.4,1.3499999999999943,2240,8,0,2025-08-27,39.97,115.5,control-day
88.5,14.600000000000001,1.8749999999999996,0,0,0,0,8.899999999999999,1010.75,3.4000000000000004,63.80000000000001,0,1,0,0,0,2.4166666666666696,69,82.8,5.700000000000003,1545,8,0,2024-08-28,36.25,117.1,control-day
99,19,0.14999999999999947,100,19.25,100,100,8.725,1008.975,0.1,0.1,6.499999999999999,0,100,100,94.6,1.4000000000000021,201,98.2,0.7999999999999972,1545,8,0,2025-08-28,36.25,117.1,control-day
97.5,18.175,0.39999999999999947,2.5,24,19,36.75,2.25,1009.925,1.3,4.8,2.1000000000000005,1,55.6,65,0.6,2.1999999999999993,340,96.4,1.0999999999999943,2303,7,0,2026-07-26,39.97,115.46,control-day
99,19.575,0.12499999999999911,100,0,18.25,100,5.35,1009.225,3.5,32.300000000000004,0.4,0,0.2,100,100,1.9333333333333336,228,99.2,-0.20000000000000284,2303,7,0,2024-07-27,39.97,115.46,control-day
71.75,10.35,4.85,0,0,0,0,15.25,1021.125,0,0,0,0,0,0,0,2.5666666666666664,184,61,10.75,285,3,0,2026-03-21,36.64,117.05,control-day
67.5,9.3,5.699999999999999,78.25,100,43.5,100,4.65,1027.5,0,0,6.000000000000001,0,97.6,100,54.8,2.9333333333333336,86,54.8,12.700000000000003,285,3,0,2026-03-14,36.64,117.05,control-day
78.5,-3.025,3.225,1.5,53,0,53.25,7.5,1026.5500000000002,4.8,10.700000000000001,0.1,1,0,67,0,0.7999999999999998,160,80.4,-1.9000000000000057,1864,12,0,2025-12-22,30.13,118.17,control-day
84.75,-0.075,2.2249999999999996,96,98.75,1.25,99.75,3.4749999999999996,1022.7249999999999,0.2,0.2,4.8,0,0,100,100,0.48333333333333334,66,88,-3.25,1864,12,0,2024-12-10,30.13,118.17,control-day
96.75,-9.274999999999999,0.4249999999999998,100,42.25,0,100,3.25,1026.475,0.7999999999999999,1.9000000000000006,3.1000000000000014,0,1,100,100,0.1000000000000032,42,98,-1.25,3077,12,0,2024-12-12,29.52,103.33,control-day
95.75,-6.4,0.5750000000000004,57.5,0,0,57.5,2.4,1020.975,0.5,0.8999999999999999,0,0,0.2,60.2,59.4,1.4999999999999991,205,96.4,-0.6500000000000057,3077,12,0,2025-12-28,29.52,103.33,control-day
70,3.75,4.95,100,99.25,0,100,8.95,1021.825,4.1,6.499999999999999,3.100000000000001,0,0,100,100,1.8999999999999995,86,84.2,-14.200000000000003,3660,12,0,2024-12-05,29.66,102.35,control-day
78,0.275,3.4,100,4.75,0,100,8.424999999999999,1022.125,0,0,0.1,0,0,100,100,1.2166666666666668,86,79,-1,3660,12,0,2024-12-20,29.66,102.35,control-day
71.75,6.7,4.825,0,18.75,73.25,83.5,1.15,1023.125,0,1.2,0,0,71.2,100,0,1.0333333333333332,225,78.6,-6.849999999999994,1817,11,0,2025-11-02,28.91,118.06,control-day
49,0.3000000000000001,9.450000000000001,0,0,0,0,5.175,1027.35,0,0,0,0,0,14.6,0,2.983333333333333,337,53.6,-4.600000000000001,1817,11,0,2025-11-27,28.91,118.06,control-day
44.75,0.2750000000000001,10.674999999999999,0,0,0,0,12.575,1028.8,0,0,0,0,0,26.8,0,0.7500000000000002,332,42.4,2.3500000000000014,1864,11,0,2025-11-27,30.13,118.17,control-day
99.5,4.95,0.050000000000000044,100,2,75.75,100,11.375,1029.6499999999999,0,0,6.199999999999999,0,79.6,82.8,26.4,3.7333333333333334,28,86,13.5,1864,11,0,2025-11-17,30.13,118.17,control-day
70,13.775,5.45,0,0,0,0,3.575,1021.5999999999999,0,0.30000000000000004,0,0,0,0,0,2.2333333333333325,128,77.6,-7.599999999999994,1918,11,0,2024-11-03,27.51,114.15,control-day
44.5,11.224999999999998,11.7,0,18,0,18,2,1023.3,0,0,0,0,0,0.8,0,1.8500000000000014,174,55.2,-10.700000000000003,1918,11,0,2025-11-24,27.51,114.15,control-day
38.5,-2.325,12.225000000000001,0,0,0,0,16.625,1017.9000000000001,0,0.2,0,0,0,0,0,-0.4166666666666661,156,34.8,3.700000000000003,1545,11,0,2025-11-28,36.25,117.1,control-day
54,-1.6500000000000001,8.1,0,0,49.75,49.75,3.125,1027.1499999999999,0,0,0,0,0.2,0.2,0,1.9166666666666665,332,56.6,-2.6000000000000014,1545,11,0,2025-11-20,36.25,117.1,control-day
85.5,5.675,2.3,3.5,0,0,3.5,11.15,1028.15,0,0.1,0,0,0,0,0,1.6166666666666663,59,77.8,7.700000000000003,1474,10,0,2025-10-24,29.56,115.97,control-day
98.25,15.000000000000002,0.2750000000000008,91.5,35.75,20,98.75,8.025,1018.6750000000001,1.1,1.3,0,0,86.2,94.4,82.8,1.4166666666666643,48,99.4,-1.1500000000000057,1474,10,0,2025-10-16,29.56,115.97,control-day
93.75,10.575,0.9750000000000001,97.25,52,5.25,98,2.8000000000000003,1022.2750000000001,0,0.5,2.8000000000000003,0,0,99.6,99.6,2.7166666666666686,87,93.6,0.15000000000000568,3660,10,0,2024-10-09,29.66,102.35,control-day
87,10.85,2.125,100,100,7,100,3.325,1022.475,1.5,8.999999999999998,4.3,0,22.6,100,100,1.9833333333333307,66,87.8,-0.7999999999999972,3660,10,0,2024-10-26,29.66,102.35,control-day
98.5,6.675,0.22499999999999964,100,41.75,35.5,100,10.7,1022.625,5.1,7.800000000000001,2.3000000000000003,0,66,100,100,1.2666666666666666,28,99.2,-0.7000000000000028,1864,10,0,2024-10-08,30.13,118.17,control-day
100,9.775,0,100,57.25,23.75,100,14.425,1016.3000000000001,2,2,11.899999999999999,0,18.6,100,100,5.983333333333334,358,99.6,0.4000000000000057,1864,10,0,2024-10-01,30.13,118.17,control-day
81.25,6.7749999999999995,3,93.25,71.25,0,94.75,2.65,1021.775,0,0,0.2,0,0,46.8,45.2,1.8500000000000005,33,80.8,0.45000000000000284,1817,10,0,2025-10-26,28.91,118.06,control-day
96.75,12.325,0.5500000000000003,7,97.5,98.25,100,3.175,1016.6,1.0999999999999999,1.7,10.899999999999999,0,98.2,98.6,3.2,3.383333333333333,63,88,8.75,1817,10,0,2024-10-15,28.91,118.06,control-day
97.5,4.175,0.4,100,98,0.25,100,5.75,1020.925,8.5,10.200000000000001,13.700000000000003,0,45.4,100,100,0.6666666666666661,343,99.4,-1.9000000000000057,3077,10,0,2024-10-19,29.52,103.33,control-day
99.25,3.625,0.10000000000000009,100,81.5,0,100,3.6499999999999995,1019.6500000000001,9.299999999999997,11.2,10.000000000000002,0,9.4,100,100,0.5,22,99,0.25,3077,10,0,2024-10-25,29.52,103.33,control-day
69,18.125,5.824999999999999,0,90.25,0,90.25,3.8000000000000003,1016.425,0,3.8,0,0,1.6,32,0,3.6833333333333336,311,75,-6,1291,9,0,2024-09-06,39.97,116.06,control-day
70,15.5,5.449999999999999,0,63.25,100,100,1.35,1018.175,0,0,0,0,100,100,0,3.6833333333333336,306,73.2,-3.200000000000003,1291,9,0,2025-09-19,39.97,116.06,control-day
99.5,21.699999999999996,0.09999999999999964,100,100,71.75,100,8.025,1008.625,4.599999999999999,4.699999999999998,17.2,0,57.4,99.4,98.6,0.7333333333333343,43,98,1.5,1918,9,0,2025-09-24,27.51,114.15,control-day
82.5,25.375,3.1750000000000007,7.5,9.75,5,16.75,5.275,1009.225,0,1.7,0.7000000000000001,0,6.6,10,3,2.43333333333333,108,85.6,-3.0999999999999943,1918,9,0,2024-09-18,27.51,114.15,control-day
99,10.725,0.12499999999999956,100,26.75,100,100,1.25,1013.75,11.200000000000001,13.499999999999998,8.600000000000001,0,100,100,100,0.8166666666666664,11,100,-1,3866,9,0,2025-09-11,30.1,102.47,control-day
100,9.6,0,100,91.5,56,100,1.5499999999999998,1017.3,6.600000000000001,21.600000000000005,5.499999999999998,0,98,99.8,67,0.5999999999999996,252,100,0,3866,9,0,2025-09-19,30.1,102.47,control-day
93.75,9.1,0.925,1.5,100,100,100,5.824999999999999,1019,3.7,23.5,31.9,0,100,100,0,2.383333333333331,83,95.2,-1.4500000000000028,1545,9,0,2025-09-19,36.25,117.1,control-day
98.25,15.474999999999998,0.27499999999999947,95.5,99.75,89.25,100,10.7,1010.4,17.2,17.2,0.7,0,89.6,100,99.4,2.3499999999999996,2,98.4,-0.15000000000000568,1545,9,0,2025-09-06,36.25,117.1,control-day
86.5,19.1,2.374999999999999,0,97,77.75,99.25,4.125,1011.125,0,9.200000000000001,6,0,98.6,100,0.8,3.2333333333333307,353,82,4.5,2240,8,0,2025-08-23,39.97,115.5,control-day
76.75,20.025,4.2,0.5,4,41.5,42.75,2.375,1009.4749999999999,0,1.3,3.1,0,22,27.6,0.4,3.166666666666668,302,80.2,-3.450000000000003,2240,8,0,2024-08-23,39.97,115.5,control-day
99,13.95,0.17499999999999982,0.5,0.75,23.75,24.5,3.7249999999999996,1008.4,8.799999999999997,13.899999999999997,1.3,1,24.4,30.6,8.2,3.6500000000000004,326,100,-1,2303,8,0,2024-08-21,39.97,115.46,control-day
95.5,12.3,0.6750000000000003,0,8.5,22.25,30.5,5.75,1013.225,6,6,0,1,83,83,0,2.5166666666666657,337,97.2,-1.7000000000000028,2303,8,0,2025-08-24,39.97,115.46,control-day
67.75,7.05,5.6,4.5,3.25,10,16.25,3.825,1016.3249999999999,0.1,4.6,4.8,0,20,42,2,2.416666666666666,148,72,-4.25,1864,5,0,2024-05-03,30.13,118.17,control-day
70.75,5.625,5.075,0,0,4.25,4.25,7.2,1020.45,0,0,0,0,8.4,8.4,0,5.250000000000002,145,81.4,-10.650000000000006,1864,5,0,2024-05-16,30.13,118.17,control-day
74.25,15.6,4.550000000000001,12,1.25,0,12,4.125,1014.5,0.6,4.2,0,0,0,9,3.8,3.033333333333335,146,74.4,-0.15000000000000568,1918,5,0,2026-05-05,27.51,114.15,control-day
98.75,18.450000000000003,0.1750000000000016,55.5,19,99.5,99.75,9.075,1008.6000000000001,50.1,59.2,1.3000000000000003,0,100,100,89.6,2.400000000000002,239,99.6,-0.8499999999999943,1918,5,0,2025-05-09,27.51,114.15,control-day
80.5,8.675,3.175,74,97.5,89.25,99.75,4.05,1014.125,60.79999999999999,70.69999999999997,0,0,97,100,98.2,2.0999999999999996,302,87,-6.5,1817,5,0,2025-05-24,28.91,118.06,control-day
99.25,15.175,0.125,99.75,6,74.75,99.75,3.5250000000000004,1010.325,6.800000000000001,17.099999999999998,1.4000000000000001,0,81,94,65.8,2.1833333333333336,293,99.8,-0.5499999999999972,1817,5,0,2026-05-28,28.91,118.06,control-day
93,8.274999999999999,1.0499999999999998,99.5,100,2,100,2.3499999999999996,1014.325,11,14.899999999999999,4.200000000000001,0,51.4,99.8,95,3.083333333333334,337,93.8,-0.7999999999999972,3660,4,0,2026-04-13,29.66,102.35,control-day
80.5,6.35,3.1999999999999997,97.75,3.5,20.25,97.75,4.075,1018.6499999999999,0,9.099999999999996,0,0,49,100,100,3.8499999999999996,71,89.8,-9.299999999999997,3660,4,0,2025-04-07,29.66,102.35,control-day
91,-2.575,1.25,100,100,0,100,1.9,1018.4250000000001,18.4,25.800000000000004,2.3000000000000003,0,0,99.8,32,1.5499999999999998,247,91.8,-0.7999999999999972,3077,4,0,2025-04-06,29.52,103.33,control-day
83.5,1.625,2.6,38.5,100,2.5,100,0.825,1017.325,1.2000000000000002,2.500000000000001,12.699999999999998,0,34.8,100,35.8,1.6833333333333336,130,77,6.5,3077,4,0,2025-04-25,29.52,103.33,control-day
85.5,6.6499999999999995,2.3,10,93.5,47,100,10,1017.7750000000001,21.5,24,0.30000000000000004,0,1.6,68,8,1.7166666666666668,62,85.4,0.09999999999999432,1474,4,0,2024-04-05,29.56,115.97,control-day
96.75,11.625,0.5000000000000004,7.75,21.75,2.25,24.75,2.9000000000000004,1011.7750000000001,5.9,32.400000000000006,0.1,1,41,93,72,1.450000000000001,326,97,-0.25,1474,4,0,2025-04-23,29.56,115.97,control-day
64,2.95,6.175,0,4,35,37.25,2.975,1013.975,8.399999999999999,12.299999999999999,0.7,1,18.2,28,10,2.2333333333333343,324,79.2,-15.200000000000003,3866,4,0,2024-04-12,30.1,102.47,control-day
98,2.625,0.29999999999999993,100,98.25,99.5,100,1.95,1018.65,13.600000000000001,14.3,15.3,0,100,100,100,0.6000000000000001,355,96.8,1.2000000000000028,3866,4,0,2025-04-29,30.1,102.47,control-day
54.75,1.5999999999999999,8.125,0,0,3,3,5.225,1024.225,0,0.2,0,0,0.4,0.4,0,3.0833333333333335,161,54.6,0.14999999999999858,1864,3,0,2026-03-14,30.13,118.17,control-day
88.25,0.024999999999999967,1.75,3,95.5,22.5,96.5,6.75,1021.8,10.699999999999998,11.899999999999997,8.299999999999999,0,30.4,99.8,2.6,2.4499999999999997,147,92.8,-4.549999999999997,1864,3,0,2024-03-18,30.13,118.17,control-day
29.75,0.425,15.65,0,42.75,96.75,99.75,18.925,1027.0249999999999,1.3,1.3,0,0,90.8,99.6,0,6.05,41,29,0.75,1545,3,0,2024-03-17,36.25,117.1,control-day
85.5,1.5750000000000002,2.1750000000000003,17.5,0,0,17.5,10.125,1017.5999999999999,0,0,0,0,0,10.6,8,2.6666666666666665,145,81,4.5,1545,3,0,2025-03-11,36.25,117.1,control-day
74.25,-1.8750000000000002,4.025,100,60.25,58,100,8.675,1029.925,0.8999999999999999,1.9000000000000006,1,0,22.6,100,100,2.2666666666666666,79,75,-0.75,3660,3,0,2024-03-01,29.66,102.35,control-day
75.25,4.975,4.025,85.5,18,0.25,85.5,2.2,1022.65,0,0.1,0.5,0,68.8,95.4,76.4,7.15,56,77.4,-2.1500000000000057,3660,3,0,2026-03-12,29.66,102.35,control-day
97,-4.475,0.4249999999999998,100,26,4.25,100,2.3000000000000003,1018.8,2,4.8,2.500000000000001,0,5.6,100,100,0.7166666666666655,208,98.8,-1.7999999999999972,3077,3,0,2025-03-13,29.52,103.33,control-day
99.75,-0.7999999999999999,0.024999999999999994,100,100,37.25,100,5.225,1015.85,5.8,10.7,7.5,0,10.8,100,100,0.7666666666666666,103,99.8,-0.04999999999999716,3077,3,0,2026-03-25,29.52,103.33,control-day
93.5,6.575000000000001,0.9750000000000001,19.5,100,100,100,2.8499999999999996,1010.8000000000001,1.6,3.8000000000000007,16,0,100,100,3.4,1.8500000000000014,90,89,4.5,2507,3,0,2026-03-29,32.53,106.68,control-day
75.5,-0.7999999999999999,3.85,0,96.75,100,100,2.1,1024.55,0.30000000000000004,0.5,0,0,99.8,99.8,0,3.283333333333333,343,85.6,-10.099999999999994,2507,3,0,2025-03-31,32.53,106.68,control-day
54,-7.15,7.75,0,5,0,5,3.175,1025.4,0,0.2,0,0,0,10.6,0,3.466666666666667,86,56.8,-2.799999999999997,1864,2,0,2025-02-06,30.13,118.17,control-day
94.5,2.8,0.8000000000000002,55.75,99.5,82.5,100,1.875,1018.075,0.7,0.7,8.599999999999998,0,59.4,100,100,1.3666666666666663,189,92.2,2.299999999999997,1864,2,0,2026-02-05,30.13,118.17,control-day
99.5,4.95,0.04999999999999982,100,100,100,100,2.3,1014.375,4.9,5.8,15.7,0,100,100,87.2,0.5666666666666664,36,98,1.5,1729,2,0,2026-02-26,31.13,115.78,control-day
